Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
27/10/2024,3,"FERGUSON, R.",00:22:19,6,2,2,100,2,5,40,0,0,0,1,4,5,2,0,0,2,2,2,3
27/10/2024,4,"GRONDA, T.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/10/2024,5,"ALONSO, G.",00:17:59,5,0,0,0,1,2,50,1,2,50,1,0,1,2,0,0,0,0,2,0
27/10/2024,6,"RODRIGUEZ, M.",00:27:58,20,6,6,100,7,8,87,0,2,0,5,4,9,1,0,0,1,1,4,4
27/10/2024,7,"RATTERO, R.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/10/2024,9,"MORESCO, A.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/10/2024,10,"HARINA, F.",00:19:20,5,1,1,100,2,5,40,0,3,0,2,2,4,1,0,0,1,0,3,1
27/10/2024,12,"FRANCO, N.",00:12:28,4,2,2,100,1,4,25,0,1,0,2,2,4,2,0,0,1,1,1,1
27/10/2024,13,"SANCHEZ, R.",00:21:05,9,5,6,83,2,9,22,0,0,0,2,4,6,2,0,0,1,0,3,7
27/10/2024,22,"SANDRINI, J.",00:29:40,10,1,2,50,3,8,37,1,5,20,0,3,3,1,0,0,1,2,1,1
27/10/2024,25,"BOWIE, J.",00:29:22,26,2,3,66,3,4,75,6,9,66,1,3,4,0,0,0,1,2,2,2
27/10/2024,33,"OWENS, D.",00:19:49,11,1,1,100,5,8,62,0,0,0,0,0,0,1,0,0,0,1,5,4
