Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
30/10/2024,3,"FERGUSON, R.",00:32:55,21,5,6,83,8,12,66,0,5,0,1,4,5,2,0,0,3,2,2,4
30/10/2024,4,"GRONDA, T.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/10/2024,5,"ALONSO, G.",00:13:55,10,2,4,50,1,3,33,2,6,33,1,1,2,1,0,0,2,1,3,2
30/10/2024,6,"RODRIGUEZ, M.",00:21:43,6,4,6,66,1,3,33,0,1,0,3,2,5,1,0,1,1,1,5,6
30/10/2024,7,"RATTERO, R.",00:00:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/10/2024,9,"MORESCO, A.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/10/2024,10,"HARINA, F.",00:31:25,5,0,1,0,1,5,20,1,5,20,2,4,6,1,0,0,2,0,2,1
30/10/2024,12,"FRANCO, N.",00:10:51,7,0,0,0,2,2,100,1,1,100,0,3,3,0,0,0,1,0,2,1
30/10/2024,13,"SANCHEZ, R.",00:23:59,11,5,6,83,3,8,37,0,0,0,0,5,5,1,0,0,0,1,0,5
30/10/2024,14,"GENITTI, M.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/10/2024,22,"SANDRINI, J.",00:35:41,16,1,2,50,3,5,60,3,4,75,0,3,3,4,0,0,0,3,3,1
30/10/2024,33,"OWENS, D.",00:29:00,14,3,3,100,4,6,66,1,2,50,0,8,8,1,0,0,3,2,1,3
