Date,N° player,Player,Minutes,Total points,Free throws scored,Free throws I.P.P.,Frees %,2P throws scored,2P throws I.P.P.,2P %,3P throws scored,3P throws I.P.P.,3P %,Ofensive Rebound,Defensive Rebound,Total Rebound,Asistences,Block Committed,Block Received,Recover,Turnover,Foul Committed,Foul Received
21/10/2024,0,"FERNANDEZ, V.",00:33:12,18,2,4,50,5,7,71,2,6,33,0,3,3,3,0,0,2,2,2,4
21/10/2024,1,"THORNTON, W.",00:35:53,27,6,6,100,9,12,75,1,3,33,2,7,9,2,0,0,0,2,3,6
21/10/2024,2,"TOLOSA, F.",00:05:42,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
21/10/2024,12,"PINEDA, D.",00:15:51,10,0,0,0,2,3,66,2,4,50,1,2,3,0,0,0,1,1,5,1
21/10/2024,15,"CHIARAVIGLIO, N.",00:03:05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
21/10/2024,18,"BEDNAREK, I.",00:09:00,4,0,0,0,2,2,100,0,0,0,1,2,3,0,1,0,0,1,2,1
21/10/2024,22,"ANDUJAR, L.",00:24:16,5,0,0,0,1,2,50,1,3,33,2,1,3,5,0,0,1,0,3,1
21/10/2024,24,"WALLACE, D.",00:26:20,10,0,0,0,2,4,50,2,6,33,1,3,4,0,1,0,1,0,2,0
21/10/2024,33,"ROSSI, G.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/10/2024,35,"MARIN, A.",00:16:38,2,0,0,0,1,4,25,0,2,0,2,3,5,1,0,1,1,0,4,1
21/10/2024,38,"KRAMER, K.",00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/10/2024,50,"THOMAS, M.",00:30:04,9,5,8,62,2,5,40,0,1,0,0,5,5,4,0,0,3,3,3,6
